sketcher,refiner,load_dir,gcd,finetune,baseline,use_backup,f1,executable_f1,backup_f1_executable,backup_f1_non_executable,executable_rate
gpt-4o,llama-2-13b,outputs/outputs_1,True,False,False,True,0.7345046403396565,0.7132031347998509,0.6944532955745665,1.0,0.9310344827586207
gpt-4o,llama-2-13b,outputs/outputs_2,True,False,False,True,0.7203819202099444,0.7015307330159212,0.6979482720187016,1.0,0.9408866995073891
gpt-4o,llama-2-13b,outputs/outputs_3,True,False,False,True,0.7389161794514689,0.7169735477546175,0.6940106382729333,0.9438832772166106,0.9113300492610837
gpt-4o,llama-2-13b,outputs/outputs_1,True,False,False,False,0.6857248322442576,0.7132031347998509,0.6944532955745665,1.0,0.9310344827586207
gpt-4o,llama-2-13b,outputs/outputs_2,True,False,False,False,0.6786329511904468,0.7015307330159212,0.6979482720187016,1.0,0.9408866995073891
gpt-4o,llama-2-13b,outputs/outputs_3,True,False,False,False,0.6818053560469882,0.7169735477546175,0.6940106382729333,0.9438832772166106,0.9113300492610837
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,True,True,False,True,0.6110688335503237,0.5698052084294982,0.4904763530548785,0.6579699017199018,0.8029556650246306
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,True,True,False,True,0.5457701695013166,0.5239931968382812,0.5191803315563354,0.5299059561128526,0.8571428571428571
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,True,True,False,True,0.5827592752583491,0.5643914886611516,0.5146416776309738,0.5493796526054591,0.8472906403940886
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,True,True,False,False,0.4983884199517109,0.5698052084294982,0.4904763530548785,0.6579699017199018,0.8029556650246306
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,True,True,False,False,0.4798307568978173,0.5239931968382812,0.5191803315563354,0.5299059561128526,0.8571428571428571
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,True,True,False,False,0.5127119572207952,0.5643914886611516,0.5146416776309738,0.5493796526054591,0.8472906403940886
gpt-4o,llama-2-13b,outputs/outputs_1,True,True,False,True,0.7305697874309273,0.7153235635351325,0.703739206334362,0.863095238095238,0.9211822660098522
gpt-4o,llama-2-13b,outputs/outputs_2,True,True,False,True,0.7199224714788489,0.7036025629836786,0.7030035723476076,0.9137529137529138,0.9359605911330049
gpt-4o,llama-2-13b,outputs/outputs_3,True,True,False,True,0.7443493158815948,0.7275844117949382,0.7007294371364323,0.8783068783068783,0.9113300492610837
gpt-4o,llama-2-13b,outputs/outputs_1,True,True,False,False,0.6832031509188398,0.7153235635351325,0.703739206334362,0.863095238095238,0.9211822660098522
gpt-4o,llama-2-13b,outputs/outputs_2,True,True,False,False,0.6777631458668,0.7036025629836786,0.7030035723476076,0.9137529137529138,0.9359605911330049
gpt-4o,llama-2-13b,outputs/outputs_3,True,True,False,False,0.6910918121882886,0.7275844117949382,0.7007294371364323,0.8783068783068783,0.9113300492610837
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,False,False,False,True,0.6384373194586408,0.6200308738872715,0.4862203611577723,0.6032786885245901,0.6995073891625616
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,False,False,False,True,0.5974755364000073,0.5837369922502108,0.5064990658737288,0.5515731292517007,0.7241379310344828
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,False,False,False,True,0.622999654825687,0.6250909450909451,0.512816658951574,0.5339181286549708,0.7044334975369458
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,False,False,False,False,0.5012071672170195,0.6200308738872715,0.4862203611577723,0.6032786885245901,0.6995073891625616
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,False,False,False,False,0.4815419750591839,0.5837369922502108,0.5064990658737288,0.5515731292517007,0.7241379310344828
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,False,False,False,False,0.5056926588970323,0.6250909450909451,0.512816658951574,0.5339181286549708,0.7044334975369458
gpt-4o,llama-2-13b,outputs/outputs_1,False,False,False,True,0.7356681002078421,0.7312144624198096,0.7131046335239325,0.7453654188948305,0.8817733990147784
gpt-4o,llama-2-13b,outputs/outputs_2,False,False,False,True,0.7309211690109224,0.7244493556814136,0.7106957741941289,0.7607503607503608,0.8768472906403941
gpt-4o,llama-2-13b,outputs/outputs_3,False,False,False,True,0.7499463681729691,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-4o,llama-2-13b,outputs/outputs_1,False,False,False,False,0.6824674334343538,0.7312144624198096,0.7131046335239325,0.7453654188948305,0.8817733990147784
gpt-4o,llama-2-13b,outputs/outputs_2,False,False,False,False,0.67388964377684,0.7244493556814136,0.7106957741941289,0.7607503607503608,0.8768472906403941
gpt-4o,llama-2-13b,outputs/outputs_3,False,False,False,False,0.6712423114057622,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,False,True,False,True,0.6494053459044246,0.619345172337605,0.4731431957530461,0.6420169316611568,0.7093596059113301
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,False,True,False,True,0.5984154194399818,0.581842558598165,0.5095134432982452,0.5456009369052848,0.7339901477832512
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,False,True,False,True,0.6335401223163211,0.6222801248382431,0.4992661454016984,0.5718977246070843,0.7142857142857143
gpt-3.5-turbo,llama-2-13b,outputs/outputs_1,False,True,False,False,0.5048105904691089,0.619345172337605,0.4731431957530461,0.6420169316611568,0.7093596059113301
gpt-3.5-turbo,llama-2-13b,outputs/outputs_2,False,True,False,False,0.48606201101130103,0.581842558598165,0.5095134432982452,0.5456009369052848,0.7339901477832512
gpt-3.5-turbo,llama-2-13b,outputs/outputs_3,False,True,False,False,0.5071909022609723,0.6222801248382431,0.4992661454016984,0.5718977246070843,0.7142857142857143
gpt-4o,llama-2-13b,outputs/outputs_1,False,True,False,True,0.7413768613146052,0.7321516827156123,0.7076328552365012,0.7840755735492578,0.8817733990147784
gpt-4o,llama-2-13b,outputs/outputs_2,False,True,False,True,0.7359517029430165,0.7286110093659373,0.7091493345883579,0.7687578122360731,0.8719211822660099
gpt-4o,llama-2-13b,outputs/outputs_3,False,True,False,True,0.7499463681729691,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-4o,llama-2-13b,outputs/outputs_1,False,True,False,False,0.6841129183451203,0.7321516827156123,0.7076328552365012,0.7840755735492578,0.8817733990147784
gpt-4o,llama-2-13b,outputs/outputs_2,False,True,False,False,0.6753674762891553,0.7286110093659373,0.7091493345883579,0.7687578122360731,0.8719211822660099
gpt-4o,llama-2-13b,outputs/outputs_3,False,True,False,False,0.6712423114057622,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,True,False,False,True,0.6196464470154397,0.5849118700860279,0.4931318890238641,0.6513366513366514,0.8078817733990148
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,True,False,False,True,0.5456290020037203,0.545144367168762,0.5365806945312358,0.4274193548387097,0.8472906403940886
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,True,False,False,True,0.5926072806089292,0.5771177747803315,0.5158530857532871,0.5286021505376344,0.8472906403940886
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,True,False,False,False,0.5155701281113165,0.5849118700860279,0.4931318890238641,0.6513366513366514,0.8078817733990148
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,True,False,False,False,0.5007895666448614,0.545144367168762,0.5365806945312358,0.4274193548387097,0.8472906403940886
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,True,False,False,False,0.5218841323187348,0.5771177747803315,0.5158530857532871,0.5286021505376344,0.8472906403940886
gpt-4o,llama-3-8b,outputs/outputs_1,True,False,False,True,0.7207964937234096,0.7086040288903361,0.7066971152337007,0.8476190476190475,0.9310344827586207
gpt-4o,llama-3-8b,outputs/outputs_2,True,False,False,True,0.6923044831829382,0.6815609371109425,0.7100197247324123,0.8083333333333332,0.9408866995073891
gpt-4o,llama-3-8b,outputs/outputs_3,True,False,False,True,0.7238748142443432,0.7107032345751867,0.7052422026890112,0.861111111111111,0.9261083743842364
gpt-4o,llama-3-8b,outputs/outputs_1,True,False,False,False,0.6815905359008808,0.7086040288903361,0.7066971152337007,0.8476190476190475,0.9310344827586207
gpt-4o,llama-3-8b,outputs/outputs_2,True,False,False,False,0.6592869816931461,0.6815609371109425,0.7100197247324123,0.8083333333333332,0.9408866995073891
gpt-4o,llama-3-8b,outputs/outputs_3,True,False,False,False,0.682073814747574,0.7107032345751867,0.7052422026890112,0.861111111111111,0.9261083743842364
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,True,True,False,True,0.618394334633753,0.5919734002216649,0.49921243088133027,0.5924099185128596,0.7635467980295566
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,True,True,False,True,0.5937939960738037,0.5736742087125719,0.5183092136058668,0.5243095976100647,0.7684729064039408
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,True,True,False,True,0.6188807970675129,0.6010538653406998,0.506770059536964,0.5645588254283906,0.7733990147783252
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,True,True,False,False,0.5065697608753323,0.5919734002216649,0.49921243088133027,0.5924099185128596,0.7635467980295566
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,True,True,False,False,0.4918301031183841,0.5736742087125719,0.5183092136058668,0.5243095976100647,0.7684729064039408
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,True,True,False,False,0.5156461163277931,0.6010538653406998,0.506770059536964,0.5645588254283906,0.7733990147783252
gpt-4o,llama-3-8b,outputs/outputs_1,True,True,False,True,0.7260001412964593,0.7085962023143686,0.7022410603135942,0.8711484593837534,0.916256157635468
gpt-4o,llama-3-8b,outputs/outputs_2,True,True,False,True,0.7215097235320206,0.6949717940656954,0.6924350233607744,1.0,0.9211822660098522
gpt-4o,llama-3-8b,outputs/outputs_3,True,True,False,True,0.7445375262358648,0.7246507337548008,0.6976653606354667,0.8904761904761905,0.9014778325123153
gpt-4o,llama-3-8b,outputs/outputs_1,True,True,False,False,0.6746703602539789,0.7085962023143686,0.7022410603135942,0.8711484593837534,0.916256157635468
gpt-4o,llama-3-8b,outputs/outputs_2,True,True,False,False,0.6629824460171453,0.6949717940656954,0.6924350233607744,1.0,0.9211822660098522
gpt-4o,llama-3-8b,outputs/outputs_3,True,True,False,False,0.6840592249826242,0.7246507337548008,0.6976653606354667,0.8904761904761905,0.9014778325123153
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,False,False,False,True,0.629092560127043,0.6066515383126955,0.4861239194425814,0.6054501726456125,0.6995073891625616
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,False,False,False,True,0.5912098763083985,0.577682570593963,0.5072991891891893,0.5516406890894175,0.7389162561576355
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,False,False,False,True,0.6323374166319711,0.6377701701839633,0.5104741429354985,0.5416373445930096,0.7142857142857143
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,False,False,False,False,0.4901640231689493,0.6066515383126955,0.4861239194425814,0.6054501726456125,0.6995073891625616
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,False,False,False,False,0.48232625297474124,0.577682570593963,0.5072991891891893,0.5516406890894175,0.7389162561576355
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,False,False,False,False,0.5208241184637468,0.6377701701839633,0.5104741429354985,0.5416373445930096,0.7142857142857143
gpt-4o,llama-3-8b,outputs/outputs_1,False,False,False,True,0.7413768613146052,0.7332944463379246,0.7096199618543213,0.7701268982733513,0.8866995073891626
gpt-4o,llama-3-8b,outputs/outputs_2,False,False,False,True,0.7371610520125259,0.7278346807688776,0.7067838496527753,0.7916876152170271,0.8817733990147784
gpt-4o,llama-3-8b,outputs/outputs_3,False,False,False,True,0.7499463681729691,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
